term,layer,layer_name,definition,source,auto_quality_notes,reviewer_verdict,corrected_definition,reviewer_comment,review_date
一类棉短绒,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"纤维手扯长度(3.2.4.29)为13mm及以上的棉短绒(3.1.20)。[来源:GB/T32139一2015,2.4.11,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
二类棉短绒,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"纤维手扯长度(3.2.4.29)为13mm以下的棉短绒(3.1.20)。[来源:GB/T32139一2015,2.4.12,有修改]3.2检验3.2.1方法",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
感官检验,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"依据实物标准,应用感官对棉花品质进行检验的活动。注:包括颜色级、品级和轧工质量等,",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
实验室样品,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"按规定从批样(3.2.2.1)中抽取的F实验室检验的样品。[来源:GB/T6097一2023,3.2,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
试验样品,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"按规定从实验室样品(3.2.2.2)中抽取的用于试验的样品。[来源:GB/T6097一2023,3.3,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
光谱功率分布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,光谱密集度与波长之间的丽数关系。[来源:GB/T13786一20223.1],GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
显色指数,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,光源显色性的度量。注:以被测光源下物体的颜色和参照光源下物体的颜色的相符程度来表示。[来源:GB/T13786一20223.5],GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
光照强度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"照度单位面积上所接受可见光的光通量。注:单位为勒克斯(Lx)。[来源:GB/T13786一2022,3.7]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
平均照度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,规定表面上各点照度的平均值。[来源:GB/T13786一20223.8],GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
照度均匀度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,规定表面上的最小照度与平均照度之比。[来源:GB/T13786一20223.9],GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
颜色级,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"锯齿加工细绒棉(3.1.12)颜色的类型和级别。注:类型依据黄色深度确定,级别依据明暗程度确定。[来源:GB1103.1一2023,3.2]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
反射率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉花(3.1.1)样品反射光的明暗程度。[来源:GB/TT20392一2023,3.1]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
黄色深度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"黄度十b棉花(3.1.1)样品黄色色调的深浅程度。[来源:GB/TT20392一2023,3.2]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
黄染棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,整体泛黄的锯齿加工细绒棉 (3.1.12) 。,GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
轧工质量,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"籽棺(3.1.7)经过加工后,皮棺(3.1.8)外观形态粗糙程度和所含疵点的种类及数量。[来源:GB1103.1一2023,3.4]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
破籽,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"白积在2mm:及以上,带有或不带有纤维的碎棉籽壳。[来源:GB/T32139一2015,2.4.8,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
索丝,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"相互纠缠且纵向难以扯开的条索状纤维柬。[来源:GB/T32139一2015,2.3.31,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
软籽表皮,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"未成熟棉籽上的表皮。注:软濂呈黄褐色,一般带有底绒。[来源:GB/T6103一2006,3.1.4,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
僵片,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"从受到病虫害或未成熟的籽棉轧下的僵棉片。[来源:GB/T6103一2006,3.1.5,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
带纤维籽层,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"白积在2mm:以下,带有纤维的硼籽屑。[来源:GB/T6103一2006,3.1.6,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
黄根,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"于皮辊轧花工艺不良,混人皮棉(3.1.8)中棉籽上的黄褐色底绒。[来源:GB/T6103一2006,3.1.8,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
黄根率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"皮棉(3.1.8)试样中拣出的黄根(3.2.4.23)质量占试样质量的百分率。[来源:GB/T6103一2006,3.6,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
单项疵点粒数,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"100g皮棺(3.1.8)中所含单项疲点的粒数。[来源:GB/T6103一2006,3.2,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
手扯长度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"手扯尺量方法测得的棉纤维(3.1.2)长度。注1:单位为毫米(mm)。注2:采用棉花手扯长度实物标准进行校准,与上半部平均长度相一致。[来源:GB/T19617一2007,3.2,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
品质长度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)长度分布中,主体长度(3.2.4.30)以上各组纤维的质量加权平均长度(3.2.4.32)。注:单仨为毫米(mm)。[来源:GB/T6098一2018,3.2]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
质量加权平均长度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)长度分布中,以各组纤维的质量加权得出的平均长度。注:单仨为毫米(mm)。[来源:GB/T6098一2018,3.4]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
基数,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"纤维主体长度组及其相邻共5mm长度范围内纤维质量占总质量的百分率。注:用罗拉式分析仪测试时表示棉纤维长度整齐程度的指标。[来源:GB/T6098一2018,3.5,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
上半部平均长度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"在照影曲线图中,从纤维数量50%处作照影曲线的切线,切线与长度坐标轴交点所显示的长度值。注:单仨为毫米(mm)。[来源:GB/T20392一2023,3.7]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
跨距长度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"纤维照影仪长度曲线图中,跨越纤维相对根数百分率纤维的长度,纤维握持线处纤维相对根数为100%。注:常用2.5%和50%跨距长度表示,单位为毫米(mm)。[来源:GB/工35931一2018,3.3]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
长度整齐度指数,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"平均长度(3.2.4.35)占上半部平均长度(3.2.4.36)的百分率。[来源:GB/T20392一2023,3.8,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
短纤维率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)中短于一定长度界限的纤维质量(或根数)占纤维总质量(或根数)的百分率。注:细绒棉长度界限16mm,长绒棉长度界限20mm。[来源:GB1103.1一2023,3.5,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
胞壁厚度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)转曲展平段的壁厚。[来源:GB/T6099一2008,3.6,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
中腔宽度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)转曲展平段壁间的剩余空腔宽度。[来源:GB/T6099一2008,3.7,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
胞壁增厚度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"胞壁的实际横截面积对具有相同周长的圆面积之比。[来源:GB/T6099一2008,3.2,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
成熟纤维百分率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"成熟纤维根数占纤维总根数的百分率。[来源:GB/T13777一2024,3.5,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
成熟系数,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,中腔宽度(3.2.4.43)与胞壁厚度(3.2.4.42)的比值定出的相应数值。,GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
死纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)经18%氡氧化钠溶液处理膨胀后,胞壁厚度(3.2.4.42)小于或等于最大宽度的五分之一的纤维。注:死纤维有各种形态,通常为无转曲扁平带状或转曲较多的带状。[来源:GB/T13777一2024,3.2,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
薄壁纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)经18%氡氧化钠溶液处理膨胀后,不符合正常纤维(3.2.4.49)或死纤维(3.2.4.48)特征的纤维。[来源:GB/T13777一2024,3.4,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
未成熟纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)经18%氡氧化钠溶液处理膨胀后,呈螺旋或扁平带状,胞壁极薄几乎呈透明轮廓的纤维,胞壁厚度(3.2.4.42)小于最大宽度的四分之一。[来源:GB/T13777一2024,3.6,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
线密度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)单位长度的质量。注:表征纤维粗细程度,单位为mtex。[来源:GB/T6100一2007,3.1,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
